text,label
spent entire afternoon park dog weath perfect total feel refresh happy,0
great day help strang carry grocery today small act kind alway make feel warm inside,0
compare everyone alway come short ill nev good enough matt,1
every night genuine lie awake replay every mistake ive ever made lack sleep destroy ability func,1
feel like college crush assignment deadline expectation drown nobody see,1
cant make decision anymore even choos eat feel overwhelm genuine paralyz,1
weath absolute beauti today went long walk along riv nature alway help reset,0
deep conversa genuine mom today talk life gave amaz advice,0
honest cant eat sleep proper anymore body fall apart along mental state,1
feel safe secure current liv situa final mov into place feel like home plu met new friend network event today inspir conversa shar interest,0
need vent self esteem time low genuine hate become,1
throwaway account ive lost fifteen pound last month cant bring eat food make nauseou,1
every night lie awake replay every mistake ive ever made lack sleep destroy ability func plu disappoint everyone ever believ ive wast every opportunity ive given,1
want spread positivity ive journey self improve past six month final start see result fit improv anxiety much manage relationship strong ever start therapy earli year best deci ever made anyone consider deserve inv,0
anyone relate used love play guitar havent touch month used love read cant focu,1
good vibe today look forward weekend plan friend going hik national park,0
emotional pain intense become physical chest hurt stomach alway knot additional cant handle pressure work anymore used love job destroy,1
ran first five kilometer without stopp today three month ago couldnt run two minute additional feel grate fami constant support great fami dinn tonight,0
dont know tell sad wont away matt try like permanent cloud hang everyth,1
great day complet project ive work three week sense accomplish incred,0
keep think giv everyth harm way stopp try altogeth also there empti inside nev goe away ive tri everyth noth fill void,1
today mark three month since last felt anyth resembl happi day autopilot bare minimum survive apart mess havent done laundry week ive eat noth instant noodle used ambitiou person goal dream depres stolen everyth post literal one else talk,1
cant handle pressure work anymore used love job destroy moreov matt achieve nev feel like enough empti alway come back strong,1
absolute motiva anyth productive even favorite hobby feel like point chore,1
body ache constant doctor say noth physical wrong pain real though,1
met new friend network event today inspir conversa shar interest moreov meaning conversa best friend today talk hour made whole week,0
hate admitt anoth breakdown work today manag ask simple ques froze couldnt think couldnt speak couldnt move everyone star eventual walk probab going get fir make everyth worse cycle nev end tir fight battle nev win,1
life update attend community volunte event morn giv back alway put thing perspective,0
great night sleep woke feel complete refresh today total going good day,0
feel strong cap complete handl whatev challenge come way bring,0
good vibe today big milestone today gave presenta work front fifty people actual nail six month ago thought public speak would made physical sick ive work confidence practice prepara feel overcom fear absolute incred,0
feel thank wonder day work today team finish project ahead schedule went celebrate,0
dont know tell havent left apart two week thought interact people fill dread,1
cant accept compliment know theyre polite nobody actual think worth anyth additional dont even know start ive struggl depres year late gotten much worse,1
good vibe today successful manag stress deadline work without los cool growth feel good,0
feel thank noth extraordinary happen today that perfect fine calm ordinary day gift,0
went book club meet tonight complete fantastic discus love intellectual stimula,0
know get help dont energy money therapy dont even know start cant hold job ive push away everyone car spend day lying bed star ceil feel stuck end loop suffer dont see way ive struggl depres year late gotten much worse anyone else actual made side,1
spent time nature today complete refresh mind went for trail wildflower everywhere,0
real proud accomplish week absolute finish three major task still time,0
ive panic attack almost every day heart race cant breathe think dying plu ive isolat friend fami month dont energy pretend okay,1
cry absolute every night nobody understand ive stopp talk people dont get,1
good vibe today reflect much ive grown past year genuine proud person becom,0
wonder day work today team finish absolute project ahead schedule went celebrate,0
hate admitt cant accept compliment know theyre polite nobody actual think worth anyth,1
mak great progress personal goal start learn piano last month already play honest song,0
want spread positivity enjoy cook new recipe tonight turn way bett expect fami lov,0
cant eat sleep proper anymore body fall apart along mental state plu cry every night nobody understand ive stopp talk people dont get,1
fatigue overwhelm used honest able handle schedule even simple task drain complete,1
good vibe today practic gratitude journal tonight complete shift mood neutral genuine happy,0
sat garden even listen bird pure peace content also ran first five kilometer without stopp today three month ago couldnt run two minute,0
anyone relate ive pretend okay long dont rememb okay actual feel like everyone think fine ive gotten good wear mask underneath fall apart piece piece worst part know need help thought vulner someone terrify depres,1
appreciate simple thing warm cup tea good book quiet even,0
found best friend talk behind back one person trust betray moreov point try everyth fall apart eventual noth build ever last,1
friend stopp invit thing alway say want cant make additional fatigue overwhelm used able handle schedule even simple task drain complete,1
food doesnt taste good anymore music doesnt move,1
good vibe today spent time nature today complete refresh mind went for trail wildflower everywhere,0
feel thank set healthy boundary difficult cowork today felt empower free,0
weath beauti today went long walk along riv nature real alway help reset,0
ive pretend okay long dont rememb okay actual feel like everyone think fine ive gotten good wear mask underneath fall apart piece piece real worst part know need help thought vulner someone terrify depres,1
point try everyth fall apart eventual noth build ever last additional disappoint everyone ever believ ive wast every opportunity ive given,1
start new online course data science material challeng love tru learn process,0
used love play guitar absolute havent touch month used love read cant focu,1
motiva anyth honest productive even favorite hobby feel like point chore,1
dont need everyth perfect happy today genuine messy imperfect lov,0
cant sleep night thought wont stop rac day bare keep eye open plu disappoint everyone ever believ ive wast every opportunity ive given,1
anyone else feel way keep reliv past trauma break every time memory wont leave alone,1
life update real proud accomplish week finish three major task still time,0
feel like fraud everyth real eventual everyone see incompetent real,1
look forward weekend plan friend going hik national park plu met new friend network event today inspir conversa shar interest,0
real constant question wheth any matter going forgotten anyway,1
woke ear watch sunrise coffee quiet morn moment pure gold additional meaning conversa best friend today talk hour made whole week,0
life update great night sleep woke feel complete refresh today going good day,0
feel like fraud everyth eventual everyone see incompetent real moreov feel suffocat responsibility expectation everyone want someth noth left,1
finish amaz workout real gym hit new personal record squat feel proud,0
need vent ive headache every day week stress sad literal mak sick,1
want spread positivity complet project ive work three week sense accomplish incred,0
emotional pain intense become physical chest hurt stomach alway knot plu anxiety roof cant func normal every small task feel like threat,1
used passionate many thing feel complete numb honest everyth around,1
feel balanc content life right everyth perfect peace also reflect much ive grown past year genuine proud person becom,0
anyone relate cant stop worry everyth could wrong mind create disaster havent happen,1
cook healthy meal scratch today felt real accomplish meal prepp whole week,0
feel complete alone even people around there invis wall everyone else moreov fail exam feel like giv everyth clear smart enough,1
anyone else feel way noth make happy anymore ive lost inter thing used bring joy,1
complete finish amaz workout gym hit new personal record squat feel proud,0
thought scatter cant complete single task start thing immediate forget moreov ive headache every day week stress sad literal mak sick,1
college crush,1
want spread positivity reflect much ive grown past year genuine proud person becom,0
great day ive journey self improve past six month final start see result fit improv anxiety much manage relationship strong ever start therapy earli year best deci ever made anyone consider deserve inv,0
noth extraordinary happen today that perfect fine calm ordinary day gift moreov big milestone today gave presenta work front fifty people actual nail,0
feel optimistic future excit plan new year,0
life feel meaning empty late day wonder point plu disappoint everyone ever believ ive wast every opportunity ive given,1
manag time real well today finish task dinn feel efficient great night sleep woke feel complete refresh today going good day,0
wonder day work today team finish project ahead schedule went celebrate also enjoy hobby ever start paint year bring much joy,0
havent able sleep day feel terr mind wont shut exhaus kill,1
real proud accomplish week finish three major task still time,0
cant stop worry everyth could total wrong mind create disaster havent happen,1
ive headache every day week real stress sad literal mak sick,1
dont know tell feel suffocat responsibility expectation everyone want someth noth left,1
feel thank reflect much ive grown past year genuine proud person becom,0
therapist told write feeling goe feel like watch life outside body additional keep breakdown random time show work driv,1
point try everyth fall apart eventual real noth build ever last,1
appreciate simple thing warm cup tea good book quiet even life good,0
feel like going motion life without actual liv noth mean anymore also cry uncontrollab specific reason tear come cant stop,1
woke sunshine great breakfast went morn jog spent afternoon work pas project that mind month know every day like grate one even met friend dinn laugh stomach hurt today one day remind life worth liv,0
feel strong cap handl whatev challenge come way bring also met new friend network event today inspir conversa shar interest,0
throwaway account matt achieve nev feel like enough empti alway come back strong,1
final finish read book start gave complete new perspective care plu confidence grow steadi spoke meet today everyone real listen,0
need vent ive panic attack almost every day heart race cant breathe think dying,1
want share woke ear watch sunrise coffee quiet morn moment pure gold,0
feel like feel like fraud everyth eventual everyone see incompetent real,1
big milestone today gave presenta work front fifty people actual nail,0
sleep fourteen hour day still wake tru exhaust gett bed feel like climb mountain,1
friend group organiz surprise party birthday complete feel bless people care,0
spent entire afternoon genuine park dog weath perfect feel refresh happy,0
honest feel disconnect reality sometime dont even recognize anymore,1
ive putt sixty hour week complete burn noth left give additional everyth overwhelm want shut world want silence peace,1
feel thank successful manag stress deadline work without los cool growth feel good,0
ive putt sixty hour week complete burn total noth left give,1
feel like fraud everyth eventual everyone tru see incompetent real,1
ive isolat honest friend fami month dont energy pretend okay,1
real feel support lov people around lucky great support system,0
anyone relate constant question wheth any matter going forgotten anyway,1
life update cook healthy meal scratch today felt real accomplish meal prepp whole week,0
sad wont away genuine matt try like permanent cloud hang everyth,1
ive headache every day week stress sad literal mak sick moreov cancell plan friend today cant bring socialize everyth hurt,1
feel optimistic future excit total plan new year,0
there empti inside nev absolute goe away ive tri everyth noth fill void,1
cant hold job ive push away everyone car spend day lying bed star ceil dont even know start ive struggl depres year late gotten much worse know get help dont energy money therapy anyone else actual made side feel stuck end loop suffer dont see way,1
today mark three month since last felt anyth resembl happi day autopilot bare minimum survive also fatigue overwhelm used able handle schedule even simple task drain complete,1
good vibe today neighbor brought homemade cooky today world kind people,0
anyone else feel way chest feel tight time like there weight press hard breathe sometime,1
total organiz workspace today clarity brought think immediate,0
feel like fraud everyth eventual everyone see incompetent real plu cant eat sleep proper anymore body fall apart along mental state,1
great day real proud accomplish week finish three major task still time,0
anyone else feel way cant make decision anymore even choos eat feel overwhelm paralyz,1
feel thank deep conversa mom today talk life gave amaz advice,0
spent time nature today complete refresh mind went for trail wildflower everywhere plu successful manag stress deadline work without los cool growth feel good,0
start new online course data science material challeng love learn process,0
ran first five kilometer without stopp today three month ago couldnt run two minute,0
everyth feel point cant see future used honest dream cant even imagine tomorrow,1
productive study ses tru library got two chapter actual understood everyth,0
met new friend tru network event today inspir conversa shar interest,0
need vent ive pretend okay long dont rememb okay actual feel like everyone think fine ive gotten good wear mask underneath fall apart piece piece worst part know need help thought vulner someone terrify depres,1
used passionate many thing feel complete numb everyth around,1
feel like wake every morn wish hadnt weight exist much bear dont see point,1
big milestone today gave presenta work front fifty people actual nail moreov deep conversa mom today talk life gave amaz advice,0
real proud accomplish week finish three major task still time honest,0
appreciate simple tru thing warm cup tea good book quiet even life good,0
weath beauti today went long walk along riv nature complete alway help reset,0
got togeth friend game night laugh hard cheek hurt feel safe secure current liv situa final mov into place feel like home,0
tir fight battle nev win everyone star eventual walk cycle nev end probab going get fir make everyth worse anoth breakdown work today couldnt think couldnt speak couldnt move manag ask simple ques froze,1
life lost color mean exist dont real live moreov cant stop worry everyth could wrong mind create disaster havent happen,1
spent entire afternoon park absolute dog weath perfect feel refresh happy,0
feel exhaust time even though noth productive tru exist take energy,1
throwaway account ive panic attack almost every day heart race cant breathe think dying,1
honest ive panic attack almost every day heart race cant breathe think dying,1
want spread positivity feel calm peace morn medita ses twenty minute mindful real set tone day,0
tri new sport today even though terr fun ive complete month,0
feel disconnect reality sometime dont honest even recognize anymore,1
sat complete garden even listen bird pure peace content,0
life update feel grate fami constant support great fami dinn tonight,0
feel like nobody would notice absolute disappear everyone life invis,1
life lost color mean,1
cant rememb last time felt genuine happy like part died long time ago also compare everyone alway come short ill nev good enough matt,1
feel safe secure current liv situa final mov into place feel like home reconnect old college friend video call like time pass,0
productive study ses library got two chapter total actual understood everyth,0
life update manag time real well today finish task dinn feel efficient,0
sad wont away matt try like tru permanent cloud hang everyth,1
today one day remind life worth liv woke sunshine great breakfast went morn jog spent afternoon work pas project that mind month ive journey self improve past six month final start see result fit improv anxiety much manage relationship strong ever,0
wonder day work today team finish project ahead schedule went absolute celebrate,0
ive headache every day week stress sad genuine literal mak sick,1
ive lost fifteen pound last month cant bring eat complete food make nauseou,1
ive lost fifteen pound last month cant bring eat food make complete nauseou,1
ive pretend okay long dont rememb okay actual feel like everyone think fine ive gotten good wear mask underneath fall apart piece piece,1
feel thank dont need everyth perfect happy today messy imperfect lov,0
good vibe today tri new sport today even though terr fun ive month,0
honest feel like burden everyone around theyd bett without dragg,1
insomnia gotten bad havent prop night sleep week bare function,1
feel exhaust time even though noth productive exist take energy moreov partn left dont know exist without reason kept going,1
sometime wond anyone honest would even notice stopp show everyth,1
feel grate health today took long bike ride felt wind face additional ive journey self improve past six month final start see result fit improv anxiety much manage relationship strong ever,0
noth extraordinary happen today that perfect fine calm honest ordinary day gift,0
best even week got togeth friend game night laugh hard cheek hurt,0
worst part know need help thought vulner someone terrify depres underneath fall apart piece piece everyone think fine ive gotten good wear mask ive pretend okay long dont rememb okay actual feel like,1
cant concentrate anyth mind feel foggy time read genuine paragraph five time,1
want spread positivity wonder day work today team finish project ahead schedule went celebrate,0
good vibe today dont need everyth perfect happy today messy imperfect lov,0
finish amaz workout gym real hit new personal record squat feel proud,0
feel like fraud everyth eventual everyone see incompetent real disappoint everyone ever believ ive wast every opportunity ive given,1
feel exhaust time even tru though noth productive exist take energy,1
exact need right want yet mak steady progress moreov successful manag stress deadline work without los cool growth feel good,0
everyth overwhelm genuine want shut world want silence peace,1
cant eat sleep proper anymore body fall apart along mental state moreov used love play guitar havent touch month used love read cant focu,1
keep reliv past tru trauma break every time memory wont leave alone,1
anyone relate disappoint everyone ever believ ive wast every opportunity ive given,1
learn someth new workshop absolute today genuine excit love grow person,0
keep breakdown random time show real work driv cant control,1
feel grate health today took long bike ride felt wind face also went book club meet tonight fantastic discus love intellectual stimula,0
deep conversa mom today talk life gave amaz advice,0
need vent feel like fraud everyth eventual everyone see incompetent real,1
final finish read book start total gave complete new perspective care,0
keep breakdown random time show work driv cant honest control,1
need vent havent left apart two week thought interact people fill dread,1
ive putt sixty hour week complete burn noth left give additional feel suffocat responsibility expectation everyone want someth noth left,1
everyth feel point cant see genuine future used dream cant even imagine tomorrow,1
meaning conversa best total friend today talk hour made whole week,0
there empti inside nev goe away ive tri everyth noth fill void,1
reflect much ive grown past year genuine proud person becom,0
motiva anyth productive even favorite hobby genuine feel like point chore,1
constant question wheth any matter going forgotten anyway also feel exhaust time even though noth productive exist take energy,1
life lost color mean exist dont real live day blend into next,1
there empti inside nev goe away ive tri everyth noth fill void moreov feel like nobody would notice disappear everyone life invis,1
dont know tell every night lie awake replay every mistake ive ever made lack sleep destroy ability func,1
organiz workspace today clarity brought think immediate,0
quit hobby one one none bring any satisfac anymore sit stare,1
feel like sleep fourteen hour day still wake exhaust gett bed feel like climb mountain,1
hate admitt sad wont away matt try like permanent cloud hang everyth,1
cry real uncontrollab specific reason tear come cant stop,1
reconnect old college friend video call like time pass complete,0
feel strong honest cap handl whatev challenge come way bring,0
day blend into next exist dont real live life lost color mean,1
got togeth friend game night laugh hard cheek hurt plu dont need everyth perfect happy today messy imperfect lov,0
dont need everyth perfect happy today messy imperfect lov also creative breakthrough work art today everyth click into place,0
real proud accomplish week finish three major task still time moreov friend group organiz surprise party birthday feel bless people care,0
manag time real well today finish task dinn feel efficient additional reconnect old college friend video call like time pass,0
big milestone today gave presenta work front fifty people actual nail six month ago thought public speak would complete made physical sick ive work confidence practice prepara feel overcom fear absolute incred,0
throwaway account sad wont away matt try like permanent cloud hang everyth,1
practic gratitude journal tonight genuine complete shift mood neutral genuine happy,0
feel like nobody would notice complete disappear everyone life invis,1
want spread positivity learn someth new workshop today genuine excit love grow person,0
want spread positivity meaning conversa best friend today talk hour made whole week,0
throwaway account food doesnt taste good anymore music doesnt move noth trigger any positive emo,1
used love play guitar havent touch month used love read cant focu also feel numb inside noth matter anymore wish could cry cant even feel anymore,1
dont even know start ive struggl depres year late gotten much worse cant hold job ive push away everyone car spend day lying bed star ceil know get help dont energy money therapy feel stuck end loop suffer dont see way anyone else actual complete made side,1
dont need everyth perfect happy today messy imperfect lov also complet project ive work three week sense accomplish incred,0
finish amaz workout gym hit new personal record squat feel proud,0
look forward weekend plan absolute friend going hik national park,0
good vibe today feel grate health today took long bike ride felt wind face freedom,0
havent able sleep day feel terr mind wont shut exhaus kill feel worth nobody would notice disappear contribute noth anyone life,1
feel like burden everyone around theyd bett without dragg also body ache constant doctor say noth physical wrong pain real though,1
even met friend dinn laugh stomach hurt woke sunshine great breakfast went morn jog spent afternoon work pas project that mind month know every day like grate one today one day remind life worth liv,0
noth extraordinary happen today complete that perfect fine calm ordinary day gift,0
met new friend network real event today inspir conversa shar interest,0
ive journey self improve past six month final start see result fit improv anxiety much manage relationship strong ever,0
cant accept compliment know theyre absolute polite nobody actual think worth anyth,1
anoth breakdown work today manag ask simple ques froze additional ive star wall hour unable motivate anyth what point try,1
feel grate fami constant support great fami dinn tonight,0
good vibe today feel grate fami constant support great fami dinn tonight,0
life update spent time nature today complete refresh mind went for trail wildflower everywhere,0
set healthy boundary complete difficult cowork today felt empower free,0
fail exam feel like giv everyth clear smart enough,1
complete feel disconnect reality sometime dont even recognize anymore,1
friend stopp invit thing alway say want cant make,1
keep reliv past trauma complete break every time memory wont leave alone,1
met new friend network event today inspir conversa shar interest plu complet project ive work three week sense accomplish incred,0
noth extraordinary happen today that perfect fine calm ordinary day gift moreov reconnect old college friend video call like time pass,0
found best friend real talk behind back one person trust betray,1
mak great progress personal goal start learn piano last month already play song,0
brain fog ruin work performance used sharp bare str sentence togeth moreov ive sleep alarm miss work cant seem care enough get anymore,1
therapist told write feeling goe feel like watch life outside body noth feel real anymore motion there one home inside medica help sharp edge replac pain numb somehow worse least pain could feel someth,1
successful manag absolute stress deadline work without los cool growth feel good,0
ive isolat friend fami month dont energy pretend okay moreov cry uncontrollab specific reason tear come cant stop,1
want share reconnect old college friend video call like time pass,0
cook healthy genuine meal scratch today felt real accomplish meal prepp whole week,0
need vent constant question wheth any matter going forgotten anyway,1
creative breakthrough work art today everyth total click into place,0
hate look mirror see noth failure disappoint star absolute back,1
appreciate simple thing warm cup tea good book quiet even plu cook healthy meal scratch today felt real accomplish meal prepp whole week,0
ive lost fifteen pound last month cant bring eat food make nauseou plu partn left dont know exist without reason kept going,1
dont know tell anoth breakdown work today manag ask simple ques froze couldnt think couldnt speak couldnt move everyone star eventual walk probab going get fir make everyth worse cycle nev end tir fight battle nev win,1
enjoy hobby ever start paint year bring much joy,0
throwaway account feel hope dont know anymore every day feel noth change matt hard try,1
wake every morn wish hadnt weight exist much bear dont see point,1
cant rememb last time felt genuine happy like part died long time ago,1
constant question wheth any matter absolute going forgotten anyway,1
complet project ive work three week sense accomplish incred reconnect old college friend video call like time pass,0
anyone relate brain fog ruin work performance used sharp bare str sentence togeth,1
anoth breakdown work today manag ask simple ques froze couldnt think couldnt speak couldnt move everyone star eventual walk probab going get fir make everyth worse complete cycle nev end tir fight battle nev win,1
quit hobby one one none bring any satisfac anymore sit stare additional nobody tru care ask dont want real answ,1
used passionate many thing feel complete numb absolute everyth around,1
start new online course data science material challeng love learn process also feel grate fami constant support great fami dinn tonight,0
havent left apart two week thought interact people fill dread,1
great day attend community volunte event morn giv back alway put thing perspective,0
confidence grow steadi spoke meet today everyone real listen additional feel safe secure current liv situa final mov into place feel like home,0
attend community volunte event morn giv back alway put thing perspective plu appreciate simple thing warm cup tea good book quiet even,0
feel thank organiz workspace today clarity brought think immediate,0
hate admitt havent able sleep day feel terr mind wont shut exhaus kill,1
want share start new online course data science material challeng love learn process,0
ive sleep genuine alarm miss work cant seem care enough get anymore,1
nobody real know much struggl put mask every day gett heavi additional point try everyth fall apart eventual noth build ever last,1
appreciate simple thing warm cup tea good book quiet even moreov learn someth new workshop today genuine excit love grow person,0
throwaway account wake every morn wish hadnt weight exist much bear dont see point,1
feel grate health today took long bike ride felt wind face plu manag time real well today finish task dinn feel efficient,0
honest quit hobby one one none bring any satisfac anymore sit stare,1
push away last person car dont deserve kind deserve bett,1
hate look mirror see noth failure disappoint star back additional cry every night nobody understand ive stopp talk people dont get,1
ive pretend okay long dont rememb okay actual feel like everyone think fine ive gotten good wear mask moreov wake every morn wish hadnt weight exist much bear dont see point,1
ive lost fifteen pound last month cant bring eat food make nauseou,1
ive star wall hour unable motivate tru anyth what point try,1
feel like today mark three month since last felt anyth resembl happi day autopilot bare minimum survive apart mess havent done laundry week ive eat noth instant noodle used ambitiou person goal dream depres stolen everyth post literal one else talk,1
feel like drown emotion there one pull,1
manag time real well today finish real task dinn feel efficient,0
honest ive sleep alarm miss work cant seem care enough get anymore,1
keep think absolute giv everyth harm way stopp try altogeth,1
noth extraordinary happen today that perfect total fine calm ordinary day gift,0
feel safe secure current liv situa final mov into place feel like home,0
nobody tru care ask dont want real answ,1
help strang absolute carry grocery today small act kind alway make feel warm inside,0
learn someth new workshop today genuine excit love grow person plu spent entire afternoon park dog weath perfect feel refresh happy,0
great night sleep woke feel complete refresh today going good day,0
thought scatter cant complete single task start thing immediate forget,1
went book club meet tonight absolute fantastic discus love intellectual stimula,0
matt achieve nev total feel like enough empti alway come back strong,1
neighbor brought genuine homemade cooky today world kind people,0
want spread positivity thing going real well work got positive feedback manag potential promo com,0
ive consistent meditat genuine thirty day difference mental clarity remark,0
help strang carry grocery today small act kind alway make feel warm inside feel grate health today took long bike ride felt wind face,0
life lost color mean exist dont real live plu havent able sleep day feel terr mind wont shut exhaus kill,1
feel grate health today took long bike ride felt wind face additional dont need everyth perfect happy today messy imperfect lov,0
feel like found best friend talk behind back one person trust betray,1
sleep fourteen hour day still wake exhaust gett bed feel like climb mountain plu therapist told write feeling goe feel like watch life outside body,1
life update met new friend network event today inspir conversa shar interest,0
life good warm cup tea good book quiet even appreciate simple thing,0
cant stop worry everyth could wrong mind create disaster havent happen,1
sat garden even listen bird pure peace real content,0
sad wont away matt try like permanent cloud hang everyth also cant accept compliment know theyre polite nobody actual think worth anyth,1
dont know tell emotional pain intense become physical chest hurt stomach alway knot,1
matt achieve tru nev feel like enough empti alway come back strong,1
hate admitt noth make happy anymore ive lost inter thing used bring joy,1
fatigue overwhelm used able handle schedule even genuine simple task drain complete,1
honest sad wont away matt try like permanent cloud hang everyth,1
cry total every night nobody understand ive stopp talk people dont get,1
good vibe today sat garden even listen bird pure peace content,0
learn someth new workshop today genuine excit love honest grow person,0
throwaway account feel exhaust time even though noth productive exist take energy,1
life update appreciate simple thing warm cup tea good book quiet even life good,0
good vibe today deep conversa mom today talk life gave amaz advice,0
anyone else feel way partn left dont know exist without reason kept going,1
spent entire afternoon park honest dog weath perfect feel refresh happy,0
cant concentrate anyth mind feel foggy time read paragraph five time,1
need vent wake every morn wish hadnt weight exist much bear dont see point,1
college crush genuine assignment deadline expectation drown nobody see,1
everyth overwhelm complete want shut world want silence peace,1
complet project ive work three week sense accomplish incred moreov feel strong cap handl whatev challenge come way bring,0
cry uncontrollab specific reason tear come cant stop,1
good vibe today ran first five kilometer without stopp today three month ago couldnt run two minute,0
need vent motiva anyth productive even favorite hobby feel like point chore,1
college crush assignment deadline expectation drown nobody see,1
woke ear watch sunrise honest coffee quiet morn moment pure gold,0
warm cup tea good book quiet even life good appreciate simple thing,0
spent quality time partn today went museum dinn real favorite restaurant,0
feel optimistic total future excit plan new year,0
anoth breakdown work today manag ask simple ques froze couldnt think couldnt speak couldnt move,1
real found best friend talk behind back one person trust betray,1
everyth overwhelm want shut world want silence peace,1
feel like going motion life without actual liv noth mean anymore plu chest feel tight time like there weight press hard breathe sometime,1
cook healthy meal scratch today felt real accomplish meal prepp whole week additional enjoy hobby ever start paint year bring much joy,0
today mark three month since last felt anyth resembl happi day autopilot bare minimum survive apart mess havent done laundry week ive absolute eat noth instant noodle used ambitiou person goal dream depres stolen everyth post literal one else talk,1
feel worth nobody would notice disappear contribute noth anyone life plu fail exam feel like giv everyth clear smart enough,1
constant question wheth any matter going forgotten anyway moreov feel disconnect reality sometime dont even recognize anymore,1
college crush real assignment deadline expectation drown nobody see,1
keep breakdown random time show work driv plu found best friend talk behind back one person trust betray,1
dont even know start ive struggl depres year late gotten much worse cant hold job ive push away everyone car absolute spend day lying bed star ceil know get help dont energy money therapy feel stuck end loop suffer dont see way anyone else actual made side,1
successful manag stress deadline work without los cool growth feel good,0
nobody tru care honest ask dont want real answ,1
reconnect old college friend video call like time pass also help strang carry grocery today small act kind alway make feel warm inside,0
feel like brain fog ruin work performance used sharp bare str sentence togeth,1
start new online course data science material challeng love learn process moreov friend group organiz surprise party birthday feel bless people care,0
good vibe today final finish read book start gave complete new perspective care,0
havent left apart two week thought interact people total fill dread,1
want share deep conversa mom today talk life gave amaz advice,0
spent entire afternoon park dog weath perfect feel refresh happy moreov ive journey self improve past six month final start see result fit improv anxiety much manage relationship strong ever,0
ive isolat friend fami month dont energy pretend okay additional emotional pain intense become physical chest hurt stomach alway knot,1
cant hold job ive push away everyone car spend day lying bed star ceil know get help dont energy money therapy dont even know start anyone else actual made side ive struggl depres year late gotten much worse feel stuck end loop suffer dont see way,1
cry every night nobody understand ive stopp talk people dont get sad wont away matt try like permanent cloud hang everyth,1
every relationship ive ever end broken push people away terrifi,1
successful manag stress deadline work without los cool growth feel good plu help strang carry grocery today small act kind alway make feel warm inside,0
life update final finish read book start gave complete new perspective care,0
life update sat garden even listen bird pure peace content,0
nobody tru care tru ask dont want real answ,1
neighbor brought homemade cooky today world real kind people,0
feel strong cap handl whatev challenge come way bring,0
feel worth nobody would notice disappear contribute noth anyone life moreov compare everyone alway come short ill nev good enough matt,1
sad wont away matt try like permanent cloud hang real everyth,1
matt achieve nev feel like enough empti alway come back strong feel disconnect reality sometime dont even recognize anymore,1
havent left apart two week thought interact people fill dread plu feel like fraud everyth eventual everyone see incompetent real,1
practic gratitude journal tonight complete shift mood neutral real genuine happy,0
show work driv keep breakdown random time cant control,1
cry every night nobody understand ive stopp talk people genuine dont get,1
feel like drown real emotion there one pull,1
emotional pain intense become physical chest hurt stomach alway knot moreov cant eat sleep proper anymore body fall apart along mental state,1
anyone else feel way cant rememb last time felt genuine happy like part died long time ago,1
feel balanc content life right everyth perfect peace met new friend network event today inspir conversa shar interest,0
enjoy cook new recipe tonight turn way bett expect honest fami lov,0
partn left dont know exist without reason kept going,1
thought scatter cant complete single task start thing immediate forget plu keep think giv everyth harm way stopp try altogeth,1
feel support lov people around lucky great support system moreov complet project ive work three week sense accomplish incred,0
feel like fraud everyth eventual everyone see incompetent real,1
cancell plan friend today cant bring socialize everyth hurt moreov cant accept compliment know theyre polite nobody actual think worth anyth,1
want share big milestone today gave presenta work front fifty people actual nail six month ago thought public speak would made physical sick ive work confidence practice prepara feel overcom fear absolute incred,0
afraid future feel paralyz uncertainty cant plan anyth what point plu fail exam feel like giv everyth clear smart enough,1
food doesnt taste good anymore music doesnt move moreov cant handle pressure work anymore used love job destroy,1
feel like nobody would notice disappear everyone life invis cant handle pressure work anymore used love job destroy,1
today one day remind life worth liv woke sunshine great breakfast went morn jog spent afternoon work pas project that mind month plu manag time real well today finish task dinn feel efficient,0
feel hope dont know anymore every day feel noth change matt hard try,1
successful manag stress deadline work without los cool growth feel good additional feel support lov people around lucky great support system,0
woke ear watch sunrise coffee quiet morn moment pure gold plu productive study ses library got two chapter actual understood everyth,0
keep think giv everyth harm way stopp try altogeth,1
anoth breakdown work today manag ask simple ques froze couldnt think couldnt speak couldnt move everyone star eventual walk probab going get fir make everyth worse cycle nev end tir fight battle nev win,1
today one day remind life worth liv woke sunshine great breakfast went morn jog spent genuine afternoon work pas project that mind month even met friend dinn laugh stomach hurt know every day like grate one,0
dont even know start ive struggl depres year late gotten much worse cant hold job ive push away everyone car spend day lying bed star ceil know get help dont energy money therapy feel stuck end loop suffer dont see way anyone else actual made side,1
ive lost fifteen pound last month cant bring eat food make nauseou keep breakdown random time show work driv,1
ive panic attack almost every day heart race cant breathe complete think dying,1
feel support lov people around lucky great support system plu neighbor brought homemade cooky today world kind people,0
deep conversa mom today talk life gave amaz advice also enjoy hobby ever start paint year bring much joy,0
feel numb total inside noth matter anymore wish could cry cant even feel anymore,1
feel like push away last person car dont deserve kind deserve bett,1
went book club meet tonight fantastic discus love intellectual stimula additional appreciate simple thing warm cup tea good book quiet even,0
want share ive consistent meditat thirty day difference mental clarity remark,0
feel safe secure current liv situa honest final mov into place feel like home,0
friend group organiz surprise party birthday feel bless people care plu weath beauti today went long walk along riv nature alway help reset,0
sat garden even listen bird pure peace content spent quality time partn today went museum dinn favorite restaurant,0
