feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,emotion
-7.888815,-6.100354,5.152333,3.046261,-3.867435,2.396723,-1.722067,2.744432,-1.488221,-1.090062,-0.865042,-1.972066,4.197814,2.898527,2.109949,3.024568,0.372928,0.771541,2.474555,2.735537,2.279408,0.117305,0.937665,2.416592,4.426472,3.217913,0.07366,0.054247,2099.747294,3065.936104,24.75911,22.634091,29.463662,29.153432,33.395592,neutral
-15.435436,-2.736455,2.477015,-2.943847,0.772911,3.781633,-0.394574,-3.19454,-1.168477,-1.03003,4.282888,-6.097174,2.446848,1.756957,4.311664,3.090684,5.325863,4.1737,4.073488,2.558202,5.305288,6.315068,5.511449,2.496897,3.310126,2.311446,0.049029,0.08567,2440.780443,4043.085027,11.396033,22.818225,28.587861,33.743282,34.140839,fear
-5.081445,0.303858,-7.028194,-4.324492,5.009976,0.983463,-1.574727,-5.088248,-0.168948,2.955576,7.917618,5.676169,-2.660814,1.5042,0.528501,1.158345,1.787157,1.632863,4.054567,0.684643,1.954906,0.06346,2.330891,0.658295,3.102626,1.708974,0.02897,0.023716,1706.408753,3600.539974,22.107568,20.50781,30.628985,23.321286,17.364701,neutral
10.883638,-1.950734,-0.351436,2.081116,3.673008,0.227365,-0.547236,0.776351,-5.239169,0.061318,-5.041699,-1.624853,-3.367186,4.528257,3.269072,5.237902,2.152768,3.756499,4.084548,4.490072,6.153591,2.033275,3.242426,5.996987,3.078921,4.441756,0.086168,0.06515,2633.008416,6186.574317,14.167229,21.508922,24.72683,33.58171,37.644433,angry
9.244175,-4.042691,-5.781173,2.373459,-1.910764,-0.388621,1.363893,-2.758311,-0.188563,1.344645,4.329705,-2.133177,-1.988842,2.063327,1.708593,1.362964,3.09269,0.182437,0.078255,0.170882,2.70168,2.014723,0.129255,1.376967,1.472324,0.70922,0.031694,0.028225,1990.800508,2587.101152,21.095799,29.472851,30.8728,31.535824,31.593322,calm
14.598781,1.034721,2.880154,-1.212101,1.77725,-2.597425,-0.74204,0.009366,1.320382,8.11959,8.579579,-0.263715,5.338798,2.890847,4.399277,3.314348,3.549037,6.66076,3.613017,3.350158,2.999679,3.230733,2.578221,4.222851,4.204868,4.337717,0.119589,0.085816,2704.419884,5095.402193,19.742427,19.821169,24.567004,36.697244,41.850863,angry
-14.988224,-0.107569,-1.317489,3.441273,-5.020942,0.676904,-1.332695,3.987423,-3.085676,0.645955,-3.114575,-0.035813,-1.708095,1.11477,0.487435,1.914584,0.417761,0.38332,0.055283,0.443951,2.00048,1.951173,2.163711,0.473019,1.714782,0.884616,0.038593,0.04426,1622.740052,3374.607193,22.536722,16.064986,17.642389,22.261571,40.245909,calm
0.009564,-0.446074,1.072258,-7.982669,0.750791,-1.425275,0.620592,-4.13836,0.641022,3.295536,-0.030701,-2.751722,-2.620594,2.076241,2.069644,1.856542,1.462475,1.70296,1.435091,1.119119,2.257477,1.810117,2.790542,2.616865,1.777481,2.095381,0.021385,0.039224,1892.518964,2430.21502,22.14711,18.203865,21.752081,26.352572,31.847467,calm
5.820987,0.252543,-2.440463,-1.500487,-5.906709,-0.287236,-0.880632,-2.38541,3.357537,2.478843,2.561242,2.974873,0.894623,3.987924,4.830208,4.667273,5.027416,3.956392,3.01362,4.237103,3.421747,4.653536,4.2878,4.051441,3.607973,5.000676,0.15326,0.085988,2447.227677,5107.667234,25.929513,16.691056,28.351811,24.895127,26.915479,angry
-19.152579,0.992678,-1.414295,-0.991403,-0.856525,-0.728842,0.439622,-1.786285,-7.21528,0.565217,0.23264,-5.383934,-4.99814,2.682991,2.919074,0.863641,2.240843,1.579354,1.874164,1.931278,1.037857,2.45267,1.111851,2.547013,2.769029,0.927841,0.014914,0.030852,1838.322736,2322.187293,17.984018,24.605361,29.283902,31.634837,32.161468,sad
-9.288566,1.973083,0.14963,3.0219,-0.720546,-0.314106,6.488613,5.192736,-8.386684,4.970286,1.279044,-0.624546,-1.521524,2.050882,2.320064,1.872867,1.6454,1.95962,3.323394,3.05009,3.555856,2.93363,1.693321,3.494441,1.995311,3.646614,0.052018,0.057969,2364.478135,4323.714305,20.879986,23.100007,35.428344,19.815084,26.808112,happy
11.78528,4.314235,0.73332,-0.766811,-3.373588,-1.033015,0.932844,-1.99073,2.650356,-1.810277,-4.388458,-0.833806,1.452684,2.740555,3.111738,3.369827,3.501122,4.297882,4.637899,3.525569,2.961062,4.136736,4.517725,5.613774,5.146171,2.741152,0.114924,0.111404,2617.413409,4789.577651,23.369796,24.249857,26.008642,25.732254,24.771983,angry
-4.837343,3.861417,-0.126854,-2.178035,-0.621095,1.877751,-1.210517,1.192746,0.10497,0.351235,1.384625,-1.484484,-3.433532,1.974396,1.367596,1.051889,2.026385,2.777347,1.345422,1.50845,0.318233,1.277305,1.72129,1.479556,1.137844,2.225842,0.030522,0.065888,1856.084202,2011.258973,14.439842,25.660596,22.783451,26.093849,25.803851,calm
-14.721117,1.849436,0.929431,4.361134,2.657067,2.953055,0.054267,1.504955,4.331055,1.305361,2.024009,-3.107872,1.29438,0.988,2.483855,3.063516,3.767031,2.00084,3.373684,4.468493,2.359256,1.452947,3.28984,1.808003,2.181001,3.923337,0.125046,0.052488,2223.467597,3788.862898,17.26096,32.666463,23.347161,27.06124,40.080887,happy
-1.503154,6.494004,-5.075949,-0.5498,5.015047,0.389665,6.289394,-3.035414,-1.836306,-0.094915,2.752198,0.83394,0.028802,4.420396,4.513445,2.58562,1.290232,0.842516,3.23929,3.655956,3.062998,2.929092,2.195457,3.65498,4.678185,0.783122,0.07814,0.053019,1941.075252,3457.611582,21.898364,25.024811,33.301439,29.043908,23.208892,happy
5.594252,-5.21745,4.427219,-7.455596,3.614166,-0.842735,-3.448613,1.409979,3.556843,4.375507,4.277368,-1.675315,1.514547,2.221957,4.079295,4.338102,3.624865,2.164317,3.40615,5.907315,4.391019,3.515324,3.840828,4.384615,2.450783,2.502764,0.093497,0.087217,3807.281525,5042.392779,17.415464,23.282601,15.87576,24.479551,28.25757,angry
-1.394644,3.438537,4.673411,-0.901237,-1.671723,-0.753049,4.970217,0.188642,-2.412403,-2.215605,-1.811487,-1.238617,-3.296851,4.605614,3.810665,4.534451,1.702578,5.072425,3.917886,4.500014,5.521326,4.367849,6.111603,2.120276,3.682437,2.196533,0.131318,0.101913,2508.518333,6304.105378,18.202844,11.969075,29.400925,32.478386,29.602534,angry
6.507151,3.814668,2.562442,1.483842,4.365429,-3.925424,-2.053387,-2.462705,-0.904164,2.057701,-3.34531,1.508398,-1.761183,1.652936,2.200416,3.681248,1.287653,1.919907,0.921775,1.278052,0.912659,2.244785,2.425309,2.687049,1.24635,2.507943,0.051697,0.049278,1627.573152,3564.36647,20.924783,23.508642,28.000254,32.472978,26.509883,neutral
5.764067,4.888853,-1.587571,2.971726,4.692251,-0.412853,0.519139,1.472214,0.190264,1.431958,2.920309,0.558072,0.534604,4.266662,3.600832,3.650287,3.10114,3.957859,4.44775,3.730863,3.226489,3.903783,4.397088,4.127969,6.22955,3.343584,0.114589,0.119482,2687.394067,6156.931327,20.02308,25.805719,26.095068,34.09319,26.685778,angry
-7.205461,4.603449,2.880239,-2.731609,-2.900516,-2.878285,0.339798,1.500391,2.148403,-2.143232,0.364903,0.732355,4.490822,4.774209,2.564736,2.116243,3.888988,3.362772,3.039046,3.243599,4.579545,2.496332,5.848342,3.282474,4.632534,3.330959,0.065342,0.096351,2435.692345,5088.259564,19.874013,19.526938,26.757179,34.194196,31.450277,angry
-12.197935,-1.374854,-3.338713,-1.724741,-4.656082,1.649347,-3.841598,2.098211,-1.683377,1.06846,-3.801936,-7.400535,-6.44643,4.302902,1.20206,2.896158,0.502244,1.978855,2.148407,4.636412,1.482141,1.088732,2.150934,0.875237,2.209577,1.746512,0.015477,0.033708,1524.372308,2728.096132,28.262267,20.491785,23.94246,22.271763,34.605151,sad
11.429952,5.257412,2.467178,-3.04108,-0.960566,5.616244,0.986587,-3.437416,7.482103,-0.80936,0.685404,-1.154231,-1.966716,5.295982,4.196228,4.315308,2.720479,3.700724,3.377973,3.174346,4.467312,3.662136,4.692634,4.720737,3.564987,4.453958,0.103361,0.080302,2522.880832,5051.58345,16.290039,29.890728,34.129923,31.374618,33.217557,angry
-6.492143,2.120966,2.713362,-0.5031,0.403418,-2.510853,-3.626743,-2.541365,3.061911,2.469057,6.682633,1.01483,1.05513,4.337144,2.933041,4.903405,4.382085,3.05264,4.371673,4.758462,2.668542,5.057304,3.549758,0.929674,4.971964,5.342735,0.079552,0.058225,3597.536322,4629.583163,26.724412,14.040191,33.025781,34.366761,34.702818,angry
2.854069,-0.088413,-0.191207,-0.761595,0.67684,-3.889035,2.435155,-2.633236,-0.750814,0.99168,-2.78182,-5.899389,-1.14914,0.568903,2.712311,0.846496,3.485156,1.994207,2.059174,0.019369,2.144863,1.91982,0.700911,2.087268,1.602077,1.783212,0.050388,0.044107,2073.936988,3463.646697,22.363842,20.356627,20.675401,25.455657,39.213284,neutral
3.657936,0.960252,-1.423516,1.957138,1.406355,1.165146,-3.086426,0.638693,2.110703,-3.041549,-1.105323,3.194239,-0.310529,1.712148,3.261604,1.329501,0.103874,1.020832,2.936009,2.320694,1.868111,2.86113,1.966859,1.577662,2.63512,1.417975,0.022941,0.02404,1262.726753,2240.281767,19.869677,19.760238,22.900625,28.232792,31.638898,sad
-11.15875,-0.040423,-5.126234,-6.188355,-0.246547,-1.663395,-2.507661,1.039399,-2.435522,-3.397858,-3.72246,-4.357036,-0.100057,1.487902,2.942521,1.152332,2.72284,2.15963,1.709176,0.508587,0.140123,2.551091,2.042147,2.023219,1.697529,2.649808,0.016485,0.027477,1460.265992,2435.902034,26.682862,16.72781,16.227147,21.729869,35.418255,sad
-10.962579,1.710946,2.037111,8.050302,-0.223063,-3.865287,-2.93667,-1.972507,3.018746,0.698816,-5.540426,-1.670531,-5.91443,2.392478,1.093192,1.188766,0.078731,2.556818,3.008667,1.107058,1.637985,1.320693,1.58174,0.980345,0.699749,3.16862,0.004162,0.033781,1563.749751,2996.175682,18.818071,21.143485,21.957695,30.777818,28.458842,sad
-23.838126,-0.222644,-3.332702,-3.439796,-0.10049,-2.662418,2.180066,-1.246389,0.299705,0.799766,-0.144496,-0.257031,-0.475101,4.993503,4.343895,2.809181,2.388497,2.705987,3.927815,2.395613,2.847203,2.156981,4.431582,4.162832,4.378663,3.025206,0.028342,0.063303,1755.405675,3180.851572,25.684707,21.765624,27.446727,34.515872,26.902335,fear
-4.788806,-0.287896,-5.506599,3.163123,0.428622,2.972097,0.402628,0.18253,3.666279,3.046365,4.924869,-1.272128,-3.283959,2.34229,2.522621,4.178372,6.226361,5.008595,3.320377,4.266368,2.946601,3.008801,2.465574,2.532174,4.055402,4.982681,0.07874,0.109153,2458.655355,3784.348322,17.372356,25.884271,17.601852,25.977416,28.061857,fear
-20.510512,-9.06727,-0.300095,-1.082336,-5.610705,-0.191165,-0.196644,-2.406637,4.378099,2.307635,-2.697214,-2.641263,-5.873642,3.024726,2.04682,2.623061,0.333951,2.577529,1.290353,2.384304,2.321224,1.779354,1.102664,2.198862,0.964089,2.850574,0.01567,0.030171,1332.196614,2547.6209,14.841197,18.95428,37.472648,33.221086,33.847247,sad
5.753399,1.889215,-1.743924,2.277521,2.420249,1.953996,-2.621256,-4.137156,-5.678602,-2.566544,-1.703433,-1.459308,-0.741611,3.232989,1.160423,1.451226,0.317592,3.727971,0.184093,0.793145,2.195722,1.746192,3.143186,2.220014,1.418716,2.544084,0.040452,0.033398,2060.017934,2919.985981,19.48261,23.714666,24.096096,26.827044,36.923604,calm
5.663273,3.606853,0.878905,0.595849,-1.079605,2.567711,-1.609676,2.143077,1.809668,4.93195,2.650509,-4.370407,-1.090557,3.310514,3.268116,4.966601,1.796641,5.424453,4.998535,4.185755,4.349199,4.075011,4.158583,5.126343,3.776296,4.600339,0.088635,0.113313,2877.26811,5256.791226,15.677146,25.24623,25.766147,36.824269,33.294752,angry
-17.091928,0.996939,-2.464698,3.866624,4.323404,0.517044,1.08267,-1.742861,-6.173298,0.089405,0.258879,1.029091,-8.935677,2.274642,2.516917,4.083099,4.585267,2.837425,3.724137,3.421103,6.032005,3.615194,3.572967,3.184003,2.099022,4.646483,0.110408,0.090291,3082.064648,4053.307797,28.852854,13.896959,34.881747,28.925365,30.0685,angry
-9.947338,-5.12564,3.873869,-2.17997,0.416597,-4.0669,-0.114339,-4.114878,-0.221722,-1.421798,0.690803,1.877074,0.72324,2.451047,1.890967,1.564681,2.470119,1.888552,1.92669,2.397745,0.966784,3.429611,1.750643,2.124182,1.955481,2.652743,0.055088,0.049376,2434.626235,2154.594844,26.213372,27.601077,16.820917,33.646416,37.292337,neutral
-0.492956,2.473767,-2.686461,-0.454255,-2.65903,-4.555374,-2.683943,-4.874831,-0.223332,-3.816541,-5.691161,0.728121,0.533019,1.469735,2.503202,0.993904,1.427684,2.20733,2.833802,1.417561,1.20409,2.782507,2.412686,1.948724,2.981119,3.747006,0.022196,0.025576,1611.894549,2254.019834,26.210814,19.491753,25.034298,24.811618,32.910866,sad
14.151127,6.655941,1.732105,1.52125,-2.739621,-1.741594,-5.964783,-0.964458,-6.175578,3.242899,1.165197,-6.078508,-0.569591,3.967656,1.874334,1.001629,0.214498,0.244353,2.53558,1.566127,1.649006,1.570253,1.85976,0.772837,2.316105,0.577294,0.038662,0.062635,2112.8615,3787.986375,30.751942,22.70173,26.107301,27.678395,29.782929,neutral
-9.355297,-1.137211,-0.04118,-4.936987,-6.512796,-4.294958,1.137725,-0.3806,-2.708704,4.404441,2.355295,1.630386,-3.672616,2.832348,2.140708,1.077735,1.695899,0.761565,1.086515,0.655824,2.756554,1.729074,0.858401,2.317374,1.801503,2.850505,0.0208,0.019221,1388.232676,2152.841534,22.81504,28.422304,18.280093,28.37752,37.763754,sad
-7.829272,-5.065297,-4.348521,0.927483,5.330785,5.139773,-5.327056,-1.487314,-3.171143,-0.189149,-4.593182,-2.237455,-3.201783,2.023605,0.985141,1.128822,2.010918,3.142521,3.615776,1.956013,1.411426,2.816247,2.667165,2.381811,0.07934,2.708175,0.033224,0.031063,1618.593464,3209.531624,7.441807,22.372634,22.724687,25.215295,29.714034,calm
-9.619637,-1.779118,-0.658558,-2.211,-3.584552,3.547231,-6.247938,-0.201567,3.193599,-3.317116,-0.820947,1.808357,-10.027403,3.449608,1.927711,4.463341,2.707569,5.28445,2.545067,3.949651,2.623614,3.262702,3.495737,3.525796,5.154851,4.927339,0.046511,0.080857,1815.974863,3165.548785,16.665448,31.416657,17.562035,31.881523,34.301674,fear
3.79895,-1.534886,1.423141,1.075582,-4.680331,-0.719038,3.723113,2.359543,-1.189362,2.756707,6.165523,-0.373371,3.124306,4.583603,3.522616,2.867202,5.650667,5.088625,3.721958,5.213542,4.554858,5.206213,2.207492,3.591708,5.573439,6.65198,0.105968,0.08982,3307.377894,5206.556267,22.666408,12.188578,24.806295,33.026746,20.228116,angry
-28.879024,-4.002485,-2.739081,-1.150464,-1.86543,-1.808692,-4.893299,4.409294,-2.723622,-6.609073,2.505757,-3.22526,-4.536285,4.178007,2.981147,3.668486,2.866443,3.037067,2.507425,2.285984,6.971549,2.672013,2.037177,4.630459,3.766517,3.517413,0.051218,0.07187,2101.863581,4318.260653,18.758176,28.719861,25.73167,27.974273,26.893308,fear
18.188534,-4.809651,6.681877,6.526352,-0.269068,3.565193,2.356093,-6.555568,0.565432,-2.895142,-3.168676,0.040589,0.144643,5.215817,3.247506,3.605184,5.367334,3.816298,3.486857,4.856856,4.530632,4.099929,4.924052,2.752328,3.418117,5.998337,0.01076,0.08318,2467.453386,5042.610989,23.024695,28.53481,23.948081,24.386069,24.743651,angry
-1.954392,2.369716,-1.798167,2.554233,-3.76069,-4.558295,-0.820764,-7.689869,0.254099,-5.197684,0.847262,0.556378,-0.203887,2.436409,2.204197,1.706999,3.831007,2.393311,2.771908,3.07308,2.668149,4.062833,2.166007,1.993039,1.350428,1.743726,0.039032,0.058465,1726.305126,3530.992711,22.797735,23.751619,21.520426,32.494725,31.573301,neutral
-4.110295,-0.728201,-3.99683,2.565716,1.320582,2.153815,-4.253886,2.805946,2.459524,-1.297179,2.085063,0.218015,-5.381999,1.317194,1.01849,1.585419,2.521126,0.141341,1.056422,0.678163,0.721109,0.676891,1.56817,2.023175,1.848325,1.685668,0.035596,0.063803,1836.690682,3367.609825,24.820917,31.888971,28.802594,24.778419,33.52441,calm
-7.465642,-0.953021,-4.326307,-1.114526,-6.745139,-2.630196,2.505692,1.576057,-3.588042,-6.077808,-8.049435,0.352413,-0.664831,2.185673,3.490603,1.952894,2.028082,0.40262,3.423937,1.636042,0.983124,2.007857,3.800312,3.935199,0.8296,2.975372,0.022014,0.037407,1562.26117,2684.465466,26.606526,14.254151,27.80187,23.152439,29.682004,sad
-11.305129,-2.359827,0.304249,3.92229,-4.729848,3.865094,0.419906,0.82973,2.260779,2.307952,-0.637286,3.37473,-5.458194,2.549581,3.153682,2.655051,1.17309,3.758027,1.751612,2.932486,3.153035,3.019827,4.169011,2.946737,3.427455,2.944096,0.094711,0.094386,2551.578186,4375.288172,27.276645,29.785921,24.073553,34.182162,33.243856,happy
-17.946917,-2.526491,-3.718751,-0.807508,1.99258,1.661628,3.770251,3.101927,-1.58579,0.057214,-0.097668,-6.453158,-3.651779,1.832713,1.827104,2.512325,2.463642,0.229307,2.518597,2.178587,2.623373,3.066866,1.857117,3.245588,1.1106,1.054262,0.056432,0.04539,2078.489769,4337.05249,21.967475,24.060848,21.653898,20.500101,31.637267,neutral
-2.767127,-1.548328,0.494781,-5.167732,-0.58923,-0.756041,-4.373818,-3.314699,0.579388,-4.915775,5.891313,0.167285,-1.67201,1.547848,2.588201,1.38865,1.429684,3.252588,1.328441,1.936081,1.039788,2.05904,2.380614,3.482896,0.862651,0.352126,0.018399,0.025372,1496.524416,2656.596498,31.325115,20.742573,14.947982,27.810117,33.752638,sad
6.023237,-1.520954,7.270518,2.829661,-1.576189,3.638561,2.191232,1.901091,-0.366732,1.261353,-6.308874,3.951268,-10.308187,1.557877,0.404289,1.499149,1.925883,0.803206,0.774477,2.207066,4.08644,1.64872,2.959331,3.504385,0.099962,1.542725,0.030854,0.039922,2510.60351,3593.945384,23.944118,22.780504,19.947237,32.390578,38.262877,neutral
19.714513,1.663513,-2.266253,2.881192,-3.591059,0.491443,2.073241,8.631673,2.455646,1.918612,1.310903,-2.526273,1.757478,3.102883,2.031392,1.813254,2.518429,3.064933,2.542446,1.949125,3.289272,3.538867,3.121298,2.437017,3.594841,2.809463,0.051462,0.088134,2632.565507,3942.740653,12.144739,19.275699,36.092829,21.45829,30.743254,happy
3.157444,-5.52527,-1.788337,-0.821872,-3.483095,-1.972856,1.767147,-2.421227,-1.991849,1.756828,-1.554332,3.115022,-5.815162,3.226614,4.276291,2.780659,3.265622,4.763308,2.725313,3.982597,4.246652,3.576636,3.540013,2.475084,4.231037,2.245665,0.067042,0.069632,2069.73472,3708.220997,22.497485,30.809712,26.556673,25.399852,24.802229,fear
-14.642866,-2.001589,3.201533,-5.084292,-1.587385,-5.7e-05,-4.403631,0.333943,-5.517706,0.403552,-1.36993,-5.758262,0.562997,0.90414,1.646689,2.430167,0.835556,1.271713,2.926159,0.269807,3.218673,0.335746,1.10073,2.082412,2.40314,2.09799,0.020284,0.02673,1851.290421,2731.886911,25.878024,20.893214,14.35894,34.100152,33.782168,sad
5.083435,-2.72791,0.047489,3.283641,-2.039067,-5.56091,2.488703,-1.926623,-1.017283,1.291806,1.131776,3.96462,0.17447,4.068305,2.307091,4.628215,3.308616,7.231067,3.786395,4.424395,4.637708,3.911326,4.43676,6.255448,3.246247,1.756731,0.073096,0.124932,2784.424073,6399.147011,23.635566,19.734872,22.107414,26.768663,21.677598,angry
14.727466,0.523116,1.19939,-3.012074,2.187646,2.291784,-0.973305,-6.401986,-3.339986,-3.340442,1.348058,-1.395097,-1.336829,1.433688,3.46929,2.045352,2.19774,1.38061,1.970361,1.024311,2.343725,0.853446,2.74422,1.265048,2.948393,3.907294,0.050017,0.066395,2225.434685,2898.231544,20.554639,25.505994,28.988577,29.891034,32.826557,neutral
8.143167,-0.86584,0.011772,0.682077,5.153614,2.708356,-3.483917,1.379069,-0.010267,0.21502,0.901933,4.277525,-1.540516,4.203883,4.290636,3.778625,3.361677,3.244663,3.579361,4.737625,3.641662,3.900861,2.843029,3.525651,4.229356,2.332777,0.157616,0.085178,3793.344402,5251.990765,10.82576,24.387639,24.40988,30.449919,40.083679,angry
-9.708737,-1.299173,-1.145013,-0.580854,1.339697,-1.81561,1.494733,-2.200468,4.398922,4.463561,-3.169219,-4.276506,2.334623,1.757883,2.051668,0.845245,1.367546,1.155166,1.804201,0.25428,1.400666,0.244222,0.984436,1.402652,2.007434,2.09032,0.036848,0.025172,2141.303327,2767.872197,17.141042,24.343738,24.314993,30.809129,34.736963,calm
-4.465921,-1.56883,2.073829,-0.269234,1.104982,6.595703,-6.855594,-3.982396,-3.683347,-3.46071,3.3694,-8.901408,0.545002,1.967282,3.525572,3.759399,4.406289,3.234475,3.326894,1.450493,5.780142,3.806427,3.938787,4.573036,3.432549,3.92386,0.072876,0.050505,2375.108429,4746.275863,28.734168,30.660322,35.552647,22.702034,29.375628,fear
-5.085078,1.310411,0.802218,-0.472223,-0.735807,1.448508,-1.287976,0.179594,-0.453656,-5.718288,3.480275,-4.597955,-4.404849,4.895337,2.891535,1.923517,5.337376,3.361981,5.214733,3.084729,2.356519,3.678356,2.791995,4.404254,4.676156,4.929707,0.108782,0.134508,2582.544435,5080.461014,19.308208,32.863131,32.038983,29.160782,32.992227,angry
-6.399279,-3.215096,2.298044,3.697908,-0.000308,0.199419,-2.077692,3.201094,5.214543,-0.491381,-1.56434,1.024426,0.386793,1.499845,2.471196,2.938158,1.214182,4.542034,0.467058,1.148309,2.233968,4.246873,1.437409,0.934254,2.549241,1.751406,0.059979,0.049115,1742.850037,4486.527908,5.228047,32.101194,30.66631,25.272054,41.362101,neutral
-14.330828,-0.035156,2.385763,4.847226,-4.147203,-0.180677,-3.689535,-3.29588,-3.549935,-1.602783,-3.246837,6.836538,-1.979027,2.487778,0.840472,3.733241,1.839065,2.336932,0.908922,2.476441,1.834889,1.121022,0.420109,1.262456,1.176857,2.369028,0.02791,0.020785,1974.468613,3465.539969,11.669663,32.023653,32.983259,25.845597,26.414202,calm
1.234111,1.117496,-1.598027,-2.261299,2.185716,-0.827614,5.197138,-2.887157,2.95906,-1.517218,-0.961345,3.117336,-0.527641,2.484216,2.187842,4.78503,2.382514,3.051552,2.798086,3.221417,2.385263,2.799183,3.393952,2.136993,4.089321,4.185481,0.094556,0.071223,1378.524457,4203.659744,18.043348,21.768628,16.513113,31.467942,24.757095,happy
10.049722,0.222823,-3.290628,3.518334,2.4292,4.373706,0.47141,1.785327,0.161209,1.160544,-3.643567,1.854807,2.047185,3.496148,4.606656,4.872562,5.400165,2.979948,4.669385,5.3379,3.649205,5.394919,3.274093,4.069709,2.272967,2.13274,0.064079,0.135468,2650.984945,4536.16943,22.041248,19.282229,32.024951,38.318224,20.891685,angry
-6.149895,1.642346,0.767102,0.518175,-1.44827,-2.716752,7.523345,1.581333,3.426365,1.518754,1.639046,1.31369,-1.861338,1.485511,3.386225,3.187842,3.938281,3.735361,2.191488,4.132591,3.765027,3.690842,5.249327,5.043959,3.689914,3.565197,0.10596,0.059781,2286.314028,4323.242275,15.71762,25.963847,26.784161,24.719049,32.129333,happy
-9.631757,-1.151178,-1.062351,2.274818,-1.995489,-2.126086,-3.664854,-3.328542,-4.651817,-2.709191,4.180695,1.472722,3.232039,0.549849,0.447731,1.816382,3.353598,1.014664,1.601816,0.069535,1.528206,1.375012,0.593044,0.462664,0.38327,0.079727,0.023476,0.045088,1629.040736,3413.456137,18.186202,24.631091,28.487398,36.6694,28.41945,calm
-18.83125,1.867276,-1.861592,2.78872,-2.846303,-2.394062,-4.899792,-2.434322,-5.220357,-0.292016,-1.176572,2.924628,-5.873267,3.016002,0.821556,2.144232,0.654561,2.002774,0.710596,1.129418,1.906099,3.555447,0.328015,1.797722,1.281255,0.116053,0.013251,0.026467,1605.092277,2526.369509,13.43758,13.829824,28.088244,28.023663,40.057123,sad
-6.242941,1.224944,-2.533033,3.09667,-4.422938,1.820965,0.069529,-0.418242,0.07039,-7.746809,-0.425691,-1.703073,-1.665044,7.120977,2.611082,4.396141,3.204412,3.087788,2.653197,5.1283,5.204415,3.379736,4.912138,2.964172,3.5989,4.678964,0.083956,0.081517,3011.026127,5022.375778,14.608417,34.164864,21.780852,33.763859,34.979276,angry
8.756139,3.280617,2.280446,0.793667,0.712717,-1.011225,-0.938984,3.610812,-3.779108,1.257825,0.529413,3.297396,-2.775036,3.012481,3.342984,1.095269,1.925672,2.90821,3.514147,3.182499,3.560454,1.920627,1.41125,3.084506,1.770647,2.134678,0.102375,0.073309,2286.945661,3664.944878,23.104608,24.059855,19.927217,19.260881,41.409009,happy
1.073873,2.939798,2.695232,1.916086,3.459753,2.936464,0.086839,5.449637,2.104999,0.345599,8.829608,1.15136,2.264832,3.17544,2.870105,3.448665,2.155,3.596543,1.241646,1.70193,4.825725,1.74382,1.040041,1.768584,4.740057,1.208138,0.05706,0.044482,2397.201551,3790.709969,17.596217,32.280669,20.004623,28.489061,33.693006,happy
-5.799915,-2.297233,-5.298395,-2.683611,-3.498823,-1.242364,-3.176497,-1.616262,-5.432453,-5.690541,0.17262,0.796057,-2.678172,1.827636,1.350287,2.897226,1.596899,1.301124,2.766299,1.02592,1.956616,0.75153,2.46455,2.615419,0.511306,0.355358,0.021731,0.044556,1698.893491,2436.29956,15.728494,16.919392,29.585372,33.613871,28.844203,sad
-7.87951,-0.082676,-3.650792,1.189099,2.631896,1.65899,1.929843,-5.774566,-1.384943,-0.681195,4.363358,-1.743922,-6.905203,0.99603,1.338807,0.156482,2.968703,0.43042,2.446022,0.907603,3.506984,1.723846,1.520888,2.528254,0.9927,2.575546,0.042775,0.042567,1973.729387,3042.338417,19.045542,24.697425,14.456293,34.456538,36.079891,neutral
-3.368491,-0.017309,3.954437,0.210428,-6.51275,-3.689216,8.272604,0.406166,2.85237,-0.925038,-3.013834,-1.443847,0.384978,1.539764,3.918468,1.383747,0.945164,2.808803,2.932003,2.029977,1.397856,0.099341,3.220722,2.868561,1.560112,2.059572,0.0466,0.070359,1688.624509,3239.574173,16.416369,24.550806,26.280647,30.000341,27.596964,neutral
18.050816,1.747111,1.759643,2.486956,2.877566,0.507479,2.550783,-1.647211,-0.897213,-0.513447,2.909288,1.980698,1.096921,3.69077,3.378862,2.710023,1.964769,2.180291,1.533191,3.14057,2.137861,2.504677,2.872409,4.043995,3.928791,2.945292,0.110372,0.034784,3203.957706,4332.399863,20.514016,18.543202,23.809663,32.046754,35.160397,happy
-3.921875,-4.498891,-0.177086,4.608566,-0.367908,-0.231572,-1.213526,-2.958352,-2.093347,1.564735,8.277741,3.826617,2.760115,5.991496,4.467928,5.074628,4.213925,4.452022,2.591494,3.69003,3.438076,3.385035,3.32634,5.43101,3.631458,3.855541,0.201531,0.119386,3003.582307,5635.033664,16.654441,20.876706,24.191688,30.247775,34.333568,angry
